id,olng,olat,dlng,dlat,Ts,Tr,Cep,Tp,Td,WT,TD,D
13247,-73.96730041503906,40.77228927612305,-73.98394775390625,40.75981521606445,654.64,1805,1805,-1.0,-1.0,-1,-1,0.0
13248,-73.96563720703125,40.76848983764648,-73.98619079589844,40.77216339111328,575.96,1805,1805,-1.0,-1.0,-1,-1,0.0
13249,-74.00603485107422,40.74506378173828,-73.98211669921875,40.77837753295898,615.35,1806,1806,1922.8999999999999,2538.25,116.89999999999986,1.1368683772161603e-13,1.0000000000000002
13250,-73.97412109375,40.751731872558594,-73.9905776977539,40.72673416137695,653.07,1806,1806,-1.0,-1.0,-1,-1,0.0
13251,-73.9690933227539,40.790916442871094,-73.98390960693358,40.77143478393555,394.71,1806,1806,-1.0,-1.0,-1,-1,0.0
13252,-74.00473022460938,40.75212097167969,-73.9947967529297,40.75040054321289,275.05,1806,1806,-1.0,-1.0,-1,-1,0.0
13253,-73.9935302734375,40.74728012084961,-74.00960540771484,40.716453552246094,598.69,1806,1806,-1.0,-1.0,-1,-1,0.0
13254,-73.98358154296875,40.77366256713867,-73.95997619628906,40.76361083984375,648.92,1806,1806,1895.0000000000002,2543.92,89.00000000000023,-1.1368683772161603e-13,0.9999999999999998
13255,-73.9608154296875,40.76926040649415,-73.96945190429686,40.76347732543945,329.2,1806,1806,-1.0,-1.0,-1,-1,0.0
13256,-73.9955825805664,40.73094940185547,-73.9779281616211,40.754695892333984,829.53,1807,1807,-1.0,-1.0,-1,-1,0.0
13257,-73.96932983398438,40.76364517211913,-73.97335815429686,40.755237579345696,286.59,1807,1807,-1.0,-1.0,-1,-1,0.0
13258,-73.9979248046875,40.73596572875977,-73.98393249511719,40.753177642822266,455.21,1807,1807,1920.71,2375.92,113.71000000000004,5.684341886080802e-14,1.0000000000000002
13259,-73.98915100097656,40.77288055419922,-73.97177124023438,40.78797912597656,454.12,1807,1807,-1.0,-1.0,-1,-1,0.0
13260,-73.98342895507811,40.74983978271485,-73.99767303466798,40.724281311035156,637.64,1807,1807,1909.5900000000001,2618.1,102.59000000000015,70.86999999999978,1.1111442193087004
13261,-73.9984817504883,40.745208740234375,-74.00414276123048,40.75098037719727,246.0,1807,1807,1906.2199999999998,2152.22,99.2199999999998,0.0,1.0
13262,-73.98562622070312,40.73270034790039,-73.9832534790039,40.74383163452149,381.91,1807,1807,1861.7,2288.2799999999997,54.700000000000045,44.669999999999675,1.1169647299101875
13263,-73.99777984619139,40.76119613647461,-74.0076446533203,40.75164794921875,269.53,1807,1807,-1.0,-1.0,-1,-1,0.0
13264,-73.96961975097656,40.76103210449219,-74.00508117675781,40.74646377563477,1065.6,1807,1807,1926.0600000000002,3107.4300000000003,119.06000000000017,115.77000000000021,1.1086430180180182
13265,-73.99127197265625,40.7299690246582,-73.96405792236328,40.773841857910156,1146.25,1807,1807,1900.18,3096.65,93.18000000000006,50.22000000000003,1.0438124318429662
13266,-74.00216674804686,40.72951126098633,-73.98345947265625,40.743446350097656,559.78,1807,1807,-1.0,-1.0,-1,-1,0.0
13267,-73.9893798828125,40.72636032104492,-74.006103515625,40.73586654663085,601.06,1807,1807,1857.18,2619.64,50.180000000000064,161.39999999999986,1.2685256047649152
13268,-73.9997787475586,40.7347412109375,-73.98754119873048,40.7381591796875,379.08,1807,1807,-1.0,-1.0,-1,-1,0.0
13269,-73.99736785888672,40.74216842651367,-74.00679779052734,40.73035049438477,270.63,1807,1807,-1.0,-1.0,-1,-1,0.0
13270,-73.9444580078125,40.83481979370117,-73.98574829101562,40.763179779052734,1124.05,1807,1807,-1.0,-1.0,-1,-1,0.0
13271,-73.98833465576173,40.71988296508789,-73.98148345947266,40.711441040039055,536.79,1808,1808,-1.0,-1.0,-1,-1,0.0
13272,-73.9750747680664,40.750801086425774,-73.96338653564453,40.765872955322266,383.55,1808,1808,-1.0,-1.0,-1,-1,0.0
13273,-73.98202514648438,40.76289749145508,-73.99053192138672,40.75142288208008,389.41,1808,1808,1906.8400000000001,2296.25,98.84000000000015,-1.7053025658242404e-13,0.9999999999999996
13274,-73.96733856201173,40.7690315246582,-73.96067810058595,40.769718170166016,191.92,1808,1808,1877.66,2069.58,69.66000000000008,-1.4210854715202004e-13,0.9999999999999992
13275,-73.99056243896483,40.7563705444336,-73.95974731445312,40.77374649047852,913.77,1808,1808,1894.18,2956.27,86.18000000000006,148.31999999999994,1.1623165566827538
13276,-73.95579528808595,40.77632141113281,-73.93673706054686,40.81953811645508,909.86,1808,1808,1845.43,2901.92,37.430000000000064,146.63,1.161156661464401
13277,-73.97319030761719,40.75590515136719,-74.0095977783203,40.71574401855469,1215.23,1808,1808,1841.98,3241.65,33.98000000000002,184.44000000000005,1.151773738304683
13278,-73.98926544189453,40.76319122314453,-73.99579620361328,40.74894332885742,466.65,1809,1809,1847.06,2498.92,38.059999999999945,185.21000000000015,1.3968927461695064
13279,-74.00174713134766,40.74078369140625,-73.94992828369139,40.78174209594727,1402.28,1809,1809,1838.3799999999999,3447.22,29.37999999999988,206.55999999999995,1.1473029637447585
13280,-73.945068359375,40.77500534057617,-73.96312713623048,40.76189422607422,580.21,1809,1809,1922.0900000000001,2512.52,113.09000000000015,10.2199999999998,1.0176143120594263
13281,-73.9817123413086,40.7522850036621,-73.98041534423827,40.743412017822266,340.95,1809,1809,-1.0,-1.0,-1,-1,0.0
13282,-74.00410461425781,40.7425651550293,-73.97835540771484,40.75130462646485,807.53,1809,1809,-1.0,-1.0,-1,-1,0.0
13283,-73.97541046142578,40.74475479125977,-73.98062896728516,40.73524475097656,257.75,1809,1809,-1.0,-1.0,-1,-1,0.0
13284,-73.9891128540039,40.73643112182617,-73.9773712158203,40.743690490722656,379.53,1809,1809,-1.0,-1.0,-1,-1,0.0
13285,-73.96976470947266,40.78474044799805,-73.98171997070312,40.77122497558594,397.96,1809,1809,1859.6999999999998,2405.07,50.69999999999982,147.41000000000037,1.3704141119710533
13286,-73.98262786865234,40.74256134033203,-74.00871276855469,40.72333908081055,925.73,1809,1809,-1.0,-1.0,-1,-1,0.0
13287,-73.98611450195312,40.75830841064453,-73.98249053955078,40.77241516113281,481.78,1810,1810,-1.0,-1.0,-1,-1,0.0
13288,-73.97813415527344,40.75165557861328,-73.98945617675781,40.746490478515625,492.43,1810,1810,-1.0,-1.0,-1,-1,0.0
13289,-73.98280334472656,40.76436996459961,-73.99174499511719,40.74991226196289,507.44,1810,1810,-1.0,-1.0,-1,-1,0.0
13290,-73.96192169189453,40.76792526245117,-73.94873046875,40.77482604980469,346.56,1810,1810,-1.0,-1.0,-1,-1,0.0
13291,-73.9734115600586,40.75152206420898,-73.94730377197266,40.77558898925781,672.4,1811,1811,-1.0,-1.0,-1,-1,0.0
13292,-73.9920196533203,40.73833847045898,-74.00321197509766,40.733055114746094,302.12,1811,1811,-1.0,-1.0,-1,-1,0.0
13293,-73.97408294677734,40.764808654785156,-74.0052490234375,40.70802688598633,1475.0,1811,1811,1893.05,3456.66,82.04999999999995,88.6099999999999,1.0600745762711863
13294,-73.9846420288086,40.76165008544922,-73.96917724609375,40.75516128540039,625.49,1811,1811,-1.0,-1.0,-1,-1,0.0
13295,-74.00886535644531,40.718994140625,-73.98092651367188,40.7845573425293,1116.73,1811,1811,-1.0,-1.0,-1,-1,0.0
13296,-73.97176361083984,40.7548713684082,-73.9761734008789,40.78823852539063,960.95,1811,1811,-1.0,-1.0,-1,-1,0.0
13297,-73.98764038085938,40.75632858276367,-73.96879577636719,40.7702522277832,731.97,1811,1811,1920.79,2706.43,109.78999999999996,53.669999999999845,1.0733226771588997
13298,-73.99353790283203,40.747047424316406,-73.9975357055664,40.73591232299805,270.21,1811,1811,1889.0300000000002,2233.86,78.0300000000002,74.61999999999995,1.276155582694941
13299,-73.93868255615234,40.84560775756836,-73.94036865234375,40.835296630859375,186.97,1811,1811,-1.0,-1.0,-1,-1,0.0
13300,-73.99288940429686,40.73736953735352,-73.9846420288086,40.74261474609375,414.33,1811,1811,-1.0,-1.0,-1,-1,0.0
13301,-74.00941467285155,40.73543167114258,-73.98631286621094,40.75916290283203,801.09,1811,1811,1875.46,2703.42,64.46000000000004,26.870000000000005,1.033541799298456
13302,-73.98826599121094,40.764732360839844,-74.00580596923827,40.75079345703125,466.5,1812,1812,1847.8,2432.81,35.799999999999955,118.50999999999999,1.2540407288317257
13303,-74.0042266845703,40.725502014160156,-73.99354553222656,40.72742462158203,323.63,1812,1812,-1.0,-1.0,-1,-1,0.0
13304,-73.98909759521484,40.747840881347656,-73.97181701660156,40.74382019042969,638.99,1812,1812,1889.9799999999998,2625.02,77.97999999999979,96.05000000000018,1.1503153413981442
13305,-73.99161529541014,40.738624572753906,-74.0024185180664,40.72770690917969,351.79,1812,1812,-1.0,-1.0,-1,-1,0.0
13306,-74.01565551757811,40.71174621582031,-73.98429107666014,40.74552536010742,1071.16,1812,1812,1895.15,3103.26,83.15000000000009,136.95000000000005,1.1278520482467607
13307,-73.98148345947266,40.75934600830078,-74.0027618408203,40.76058197021485,643.5,1812,1812,-1.0,-1.0,-1,-1,0.0
13308,-73.97413635253906,40.75434875488281,-73.98583984375,40.75585174560547,441.3,1812,1812,1865.71,2307.01,53.710000000000036,1.7053025658242404e-13,1.0000000000000004
13309,-73.97330474853516,40.755760192871094,-73.97740173339844,40.74281311035156,356.54,1813,1813,-1.0,-1.0,-1,-1,0.0
13310,-73.95471954345702,40.78389358520508,-73.966552734375,40.77225875854492,368.89,1813,1813,1922.16,2341.15,109.16000000000008,50.10000000000002,1.135812843937217
13311,-73.99433135986328,40.7409553527832,-73.97902679443358,40.78936767578125,1158.78,1813,1813,1890.7,3204.38,77.70000000000005,154.9000000000001,1.1336750720585445
13312,-73.98011779785155,40.75146865844727,-73.9686279296875,40.75159072875977,379.36,1813,1813,1848.0,2309.34,35.0,81.98000000000013,1.216100801349642
13313,-73.9964599609375,40.74792098999024,-73.99102783203125,40.7558708190918,257.39,1813,1813,1869.8399999999997,2127.23,56.83999999999969,3.410605131648481e-13,1.0000000000000013
13314,-73.98130798339844,40.74736022949219,-73.9628677368164,40.77487182617188,704.61,1813,1813,-1.0,-1.0,-1,-1,0.0
13315,-73.97179412841797,40.76067352294922,-73.95088195800781,40.77585220336913,585.08,1813,1813,-1.0,-1.0,-1,-1,0.0
13316,-73.97121429443358,40.755313873291016,-73.95629119873048,40.767669677734375,390.94,1813,1813,-1.0,-1.0,-1,-1,0.0
13317,-73.97368621826173,40.78295135498047,-73.96121978759766,40.756614685058594,989.06,1814,1814,1847.84,2998.11,33.83999999999992,161.21000000000026,1.16299314500637
13318,-73.96959686279298,40.762855529785156,-73.97643280029298,40.72474670410156,968.09,1814,1814,1852.15,3002.3399999999997,38.15000000000009,182.09999999999957,1.1881023458562732
13319,-74.00298309326173,40.76034164428711,-73.99004364013672,40.774898529052734,404.13,1814,1814,-1.0,-1.0,-1,-1,0.0
13320,-73.97525024414062,40.75292205810547,-73.95755004882812,40.765708923339844,487.66,1814,1814,-1.0,-1.0,-1,-1,0.0
13321,-74.00282287597656,40.76057815551758,-73.98509979248048,40.75886917114258,522.17,1814,1814,-1.0,-1.0,-1,-1,0.0
13322,-74.0170364379883,40.70560073852539,-73.99208068847656,40.72550964355469,853.65,1814,1814,1915.6699999999998,2802.5,101.66999999999985,33.18000000000018,1.038868388683887
13323,-73.96141815185547,40.76047134399415,-73.96015167236328,40.7706184387207,263.15,1815,1815,1856.3899999999999,2119.54,41.38999999999987,1.1368683772161603e-13,1.0000000000000004
13324,-73.94631195068358,40.77288055419922,-73.97803497314453,40.73424530029297,732.65,1815,1815,-1.0,-1.0,-1,-1,0.0
13325,-73.99175262451173,40.74985122680664,-73.95426177978516,40.7822380065918,1229.9,1815,1815,-1.0,-1.0,-1,-1,0.0
13326,-73.96047210693358,40.77979278564453,-73.95196533203125,40.8038444519043,501.76,1815,1815,-1.0,-1.0,-1,-1,0.0
13327,-73.9559097290039,40.764060974121094,-73.9752197265625,40.75230026245117,586.21,1815,1815,1863.4099999999999,2606.02,48.409999999999854,156.4000000000001,1.2667985875368897
13328,-74.01595306396483,40.711181640625,-73.9941177368164,40.71774291992188,680.01,1815,1815,1906.84,2612.86,91.83999999999992,26.01000000000022,1.0382494375082723
13329,-73.9766616821289,40.77556991577149,-73.9773178100586,40.79124069213867,415.14,1816,1816,-1.0,-1.0,-1,-1,0.0
13330,-74.00902557373048,40.72663116455078,-73.98687744140625,40.721206665039055,749.87,1816,1816,-1.0,-1.0,-1,-1,0.0
13331,-74.00550842285155,40.751060485839844,-74.00570678710938,40.738731384277344,330.38,1816,1816,1868.99,2248.46,52.99000000000001,49.09000000000003,1.1485864761789455
13332,-73.97099304199219,40.751895904541016,-74.00831604003906,40.74568557739258,1078.58,1817,1817,1897.5,3116.63,80.5,140.55000000000018,1.130310222700217
13333,-73.97358703613281,40.78964614868164,-73.96815490722656,40.80075454711913,202.89,1817,1817,1859.76,2200.38,42.75999999999999,137.73000000000013,1.6788407511459418
13334,-73.96793365478516,40.762786865234375,-73.96464538574219,40.75494384765625,332.88,1817,1817,-1.0,-1.0,-1,-1,0.0
13335,-73.98023986816406,40.74247741699219,-73.99234008789062,40.74956130981445,541.96,1817,1817,1895.93,2529.0099999999998,78.93000000000006,91.11999999999966,1.1681304893350057
13336,-73.96800994873048,40.76545715332031,-73.96133422851562,40.75943374633789,378.37,1818,1818,1908.1000000000001,2338.23,90.10000000000014,51.75999999999988,1.1367973147976844
13337,-73.97972869873048,40.75542831420898,-73.9866714477539,40.750301361083984,244.75,1818,1818,-1.0,-1.0,-1,-1,0.0
13338,-74.00287628173827,40.760398864746094,-73.96803283691406,40.76039505004883,987.98,1818,1818,1839.71,2888.3,21.710000000000036,60.61000000000013,1.0613473956962693
13339,-73.97669219970702,40.756065368652344,-73.95834350585938,40.78084182739258,539.73,1818,1818,1887.58,2550.09,69.57999999999993,122.7800000000002,1.227484112426584
13340,-73.9769058227539,40.75172805786133,-73.95896911621094,40.77783584594727,670.69,1818,1818,1833.26,2597.77,15.259999999999991,93.81999999999994,1.1398857892618048
13341,-73.98097229003906,40.750648498535156,-73.97039794921875,40.765480041503906,384.68,1818,1818,1832.34,2385.3199999999997,14.339999999999918,168.29999999999978,1.437506498908183
13342,-73.9565200805664,40.76822280883789,-73.96965789794923,40.763496398925774,458.41,1818,1818,-1.0,-1.0,-1,-1,0.0
13343,-73.98141479492188,40.74981689453125,-73.96350860595702,40.77513885498047,595.03,1818,1818,-1.0,-1.0,-1,-1,0.0
13344,-73.9715118408203,40.78221893310547,-73.96624755859375,40.80457305908203,476.76,1818,1818,-1.0,-1.0,-1,-1,0.0
13345,-73.98673248291014,40.73308181762695,-73.9837875366211,40.757511138916016,796.81,1819,1819,1907.7,2780.5299999999997,88.70000000000005,76.01999999999975,1.0954054291487303
13346,-73.98011016845702,40.74880981445313,-73.99246215820312,40.72496032714844,672.63,1819,1819,-1.0,-1.0,-1,-1,0.0
13347,-73.99349975585938,40.73595809936523,-74.00569915771484,40.74031066894531,342.79,1819,1819,-1.0,-1.0,-1,-1,0.0
13348,-73.98088836669923,40.76333999633789,-73.98291015625,40.77172088623047,381.64,1819,1819,-1.0,-1.0,-1,-1,0.0
13349,-73.99620819091797,40.74344253540039,-74.00537109375,40.740081787109375,259.2,1820,1820,1847.4900000000002,2106.69,27.490000000000236,-1.7053025658242404e-13,0.9999999999999993
13350,-73.96554565429686,40.76862335205078,-73.96968841552734,40.78803253173828,562.34,1820,1820,1847.0,2608.59,27.0,199.2500000000001,1.3543230074332255
13351,-73.98018646240234,40.78586959838867,-73.97419738769531,40.7618293762207,754.45,1820,1820,1853.6299999999999,2709.63,33.62999999999988,101.55000000000018,1.1346013652329514
13352,-73.97602844238281,40.751991271972656,-73.98106384277344,40.774208068847656,842.84,1820,1820,-1.0,-1.0,-1,-1,0.0
13353,-73.98994445800781,40.767105102539055,-73.98247528076173,40.7726936340332,183.37,1820,1820,1840.6100000000001,2023.98,20.610000000000127,-1.1368683772161603e-13,0.9999999999999993
13354,-73.98834228515625,40.73769760131836,-73.99352264404298,40.74665069580078,433.59,1820,1820,-1.0,-1.0,-1,-1,0.0
13355,-73.9578399658203,40.77370071411133,-73.98246002197266,40.7714958190918,656.37,1820,1820,1831.79,2636.32,11.789999999999964,148.1600000000002,1.2257263433734025
13356,-73.96974945068358,40.75796508789063,-73.9579849243164,40.768402099609375,325.33,1821,1821,1859.96,2304.42,38.960000000000036,119.13000000000005,1.3661820305535919
13357,-73.97798156738281,40.75712585449219,-74.00527954101562,40.71930313110352,1075.57,1821,1821,1832.89,3117.45,11.8900000000001,208.98999999999978,1.194306274812425
13358,-73.94573211669923,40.77793502807617,-73.95445251464845,40.77329635620117,225.87,1821,1821,1911.3400000000001,2137.21,90.34000000000015,-1.1368683772161603e-13,0.9999999999999994
13359,-73.9935302734375,40.74967956542969,-73.97570037841797,40.76430130004883,637.48,1821,1821,-1.0,-1.0,-1,-1,0.0
13360,-73.9844741821289,40.76512908935547,-73.99102783203125,40.76193237304688,233.53,1821,1821,-1.0,-1.0,-1,-1,0.0
13361,-74.00563049316406,40.71841812133789,-74.00359344482422,40.74748611450195,605.78,1821,1821,-1.0,-1.0,-1,-1,0.0
13362,-73.96804809570312,40.79890823364258,-74.00702667236328,40.74713897705078,1137.18,1821,1821,1872.3300000000002,3009.51,51.330000000000155,0.0,1.0
13363,-73.99945068359375,40.74394607543945,-73.97813415527344,40.75203323364258,626.53,1821,1821,1840.61,2666.4300000000003,19.6099999999999,199.29000000000042,1.3180853271192128
13364,-73.9939193725586,40.75109100341797,-73.95343780517578,40.766902923583984,1174.06,1821,1821,-1.0,-1.0,-1,-1,0.0
13365,-73.9546890258789,40.7654685974121,-73.9716567993164,40.744529724121094,322.62,1822,1822,1834.67,2157.29,12.670000000000073,-1.1368683772161603e-13,0.9999999999999997
13366,-73.97551727294923,40.74951171875,-73.9563980102539,40.775367736816406,595.86,1822,1822,1916.4600000000003,2512.32,94.46000000000026,-1.1368683772161603e-13,0.9999999999999998
13367,-73.98309326171875,40.74121856689453,-73.95274353027344,40.780460357666016,929.7,1822,1822,-1.0,-1.0,-1,-1,0.0
13368,-73.97792053222656,40.75227355957031,-73.99182891845702,40.74940490722656,498.04,1822,1822,1856.91,2523.96,34.91000000000008,169.00999999999993,1.3393502529917274
13369,-73.98226928710938,40.77642822265625,-73.98687744140625,40.72962188720703,1382.32,1822,1822,1885.45,3405.5,63.450000000000045,137.73000000000002,1.0996368424098617
13370,-73.97579956054686,40.749038696289055,-73.94405364990234,40.777931213378906,743.58,1822,1822,1941.0500000000006,2684.6300000000006,119.05000000000064,-1.1368683772161603e-13,0.9999999999999999
13371,-73.96810150146483,40.7553596496582,-73.99713134765625,40.7314682006836,780.7,1822,1822,1872.1299999999999,2652.83,50.12999999999988,0.0,1.0
13372,-73.96910095214845,40.76398086547852,-73.99152374267578,40.76385498046875,734.21,1822,1822,-1.0,-1.0,-1,-1,0.0
13373,-73.95964050292969,40.77989196777344,-73.95514678955078,40.7883186340332,192.78,1822,1822,-1.0,-1.0,-1,-1,0.0
13374,-73.97441864013672,40.76213836669922,-73.98237609863281,40.75679397583008,336.59,1823,1823,1886.26,2222.85,63.25999999999999,-5.684341886080802e-14,0.9999999999999998
13375,-73.96486663818358,40.77775192260742,-73.97930145263672,40.77356338500977,386.79,1823,1823,1848.1499999999999,2412.73,25.149999999999864,177.79000000000013,1.459655110008015
13376,-74.00408935546875,40.731300354003906,-73.96389770507811,40.763835906982415,1251.68,1823,1823,-1.0,-1.0,-1,-1,0.0
13377,-73.97341918945312,40.74738693237305,-74.00920867919923,40.724769592285156,1029.89,1823,1823,-1.0,-1.0,-1,-1,0.0
13378,-73.9999008178711,40.76126098632813,-73.96508026123048,40.775146484375,815.0,1823,1823,-1.0,-1.0,-1,-1,0.0
13379,-73.98224639892578,40.76483917236328,-73.99192810058595,40.73846054077149,817.75,1824,1824,-1.0,-1.0,-1,-1,0.0
13380,-73.9875717163086,40.72148132324219,-73.9711685180664,40.78153610229492,1421.1,1824,1824,1934.07,3421.14,110.06999999999994,65.97000000000003,1.0464217859404688
13381,-73.9800796508789,40.76490020751953,-73.97142791748048,40.76116943359375,329.0,1824,1824,1865.62,2194.62,41.61999999999989,0.0,1.0
13382,-73.96395111083984,40.76773071289063,-73.95549011230467,40.76852798461913,253.83,1824,1824,-1.0,-1.0,-1,-1,0.0
13383,-73.97822570800781,40.75445938110352,-73.98076629638672,40.76423645019531,469.21,1824,1824,-1.0,-1.0,-1,-1,0.0
